dt,sunrise,sunset,moonrise,moonset,moon_phase,summary,temp,feels_like,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather,clouds,pop,uvi,rain,City,Latitude,Longitude,snow,day,min,max,night,eve,morn,average_min_temp,average_max_temp,rain_fall,avg_clouds,City_ID
2025-02-09 12:00:00+00:00,1739085320,1739120669,1739106780,1739080680,0.4,"There will be rain until morning, then partly cloudy","{'day': 8.22, 'min': 3.28, 'max': 8.25, 'night': 3.28, 'eve': 5, 'morn': 4.97}","{'day': 5.6, 'night': -0.4, 'eve': 1.5, 'morn': 2.69}",1037,74,3.44,4.89,45,9.64,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",99,0.2,2.0,0.15,Rouen,49.44,1.09,,8.22,3.28,8.25,3.28,5.0,4.97,1.93,7.5275,0.1233333333333333,59.875,308
2025-02-10 12:00:00+00:00,1739171622,1739207171,1739197740,1739169480,0.43,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 6.62, 'min': 0.66, 'max': 7.5, 'night': 1.81, 'eve': 3.14, 'morn': 0.66}","{'day': 4.53, 'night': -0.7, 'eve': 0.27, 'morn': -2.71}",1032,65,0.04,3.55,63,9.07,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",11,0.0,2.0,,Rouen,49.44,1.09,,6.62,0.66,7.5,1.81,3.14,0.66,1.93,7.5275,0.1233333333333333,59.875,308
2025-02-03 12:00:00+00:00,1738567084,1738601459,1738574460,0,0.18,There will be clear sky today,"{'day': 7, 'min': 2.13, 'max': 8.32, 'night': 4.73, 'eve': 7.54, 'morn': 2.24}","{'day': 6.43, 'night': 4.73, 'eve': 7.54, 'morn': 2.24}",1028,62,0.23,1.34,220,2.2,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,1.38,,Paris,48.86,2.32,,7.0,2.13,8.32,4.73,7.54,2.24,3.195,8.2,0.3349999999999999,59.25,300
2025-02-04 12:00:00+00:00,1738653398,1738687959,1738661940,1738625520,0.22,Expect a day of partly cloudy with clear spells,"{'day': 7.93, 'min': 2.28, 'max': 10.05, 'night': 5.61, 'eve': 7.43, 'morn': 2.46}","{'day': 6.62, 'night': 4.33, 'eve': 6.21, 'morn': 0.91}",1028,58,-0.11,2.45,193,6.19,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,1.37,,Paris,48.86,2.32,,7.93,2.28,10.05,5.61,7.43,2.46,3.195,8.2,0.3349999999999999,59.25,300
2025-02-05 12:00:00+00:00,1738739710,1738774458,1738749720,1738717020,0.25,"There will be clear sky until morning, then partly cloudy","{'day': 9.39, 'min': 4.77, 'max': 10.33, 'night': 5.79, 'eve': 7.89, 'morn': 5.9}","{'day': 8.1, 'night': 4.24, 'eve': 6.54, 'morn': 5.9}",1039,58,1.39,2.87,2,7.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",76,0.0,1.33,,Paris,48.86,2.32,,9.39,4.77,10.33,5.79,7.89,5.9,3.195,8.2,0.3349999999999999,59.25,300
2025-02-06 12:00:00+00:00,1738826020,1738860958,1738837860,1738808520,0.29,There will be partly cloudy today,"{'day': 6.43, 'min': 4.01, 'max': 7.6, 'night': 5.04, 'eve': 5.4, 'morn': 4.01}","{'day': 3.33, 'night': 1.33, 'eve': 1.71, 'morn': 0.88}",1038,67,0.59,5.27,37,10.94,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,1.28,,Paris,48.86,2.32,,6.43,4.01,7.6,5.04,5.4,4.01,3.195,8.2,0.3349999999999999,59.25,300
2025-02-07 12:00:00+00:00,1738912329,1738947458,1738926600,1738899780,0.33,"You can expect partly cloudy with snow in the morning, with partly cloudy with rain in the afternoon","{'day': 4.64, 'min': 2.82, 'max': 4.64, 'night': 3.1, 'eve': 3.52, 'morn': 2.82}","{'day': 1.19, 'night': 0.22, 'eve': 0.27, 'morn': -1.25}",1025,64,-1.68,5.03,42,10.7,"[{'id': 616, 'main': 'Snow', 'description': 'rain and snow', 'icon': '13d'}]",99,0.2,1.21,0.1,Paris,48.86,2.32,0.19,4.64,2.82,4.64,3.1,3.52,2.82,3.195,8.2,0.3349999999999999,59.25,300
2025-02-08 12:00:00+00:00,1738998636,1739033958,1739016240,1738990440,0.36,Expect a day of partly cloudy with rain,"{'day': 6.16, 'min': 3.35, 'max': 6.66, 'night': 5.68, 'eve': 6.44, 'morn': 3.8}","{'day': 5.08, 'night': 4.37, 'eve': 4.9, 'morn': 2.65}",1027,81,2.97,2.36,57,6.44,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.73,2.0,0.57,Paris,48.86,2.32,,6.16,3.35,6.66,5.68,6.44,3.8,3.195,8.2,0.3349999999999999,59.25,300
2025-02-09 12:00:00+00:00,1739084941,1739120458,1739106660,1739080140,0.4,There will be partly cloudy today,"{'day': 8.69, 'min': 3.97, 'max': 9.99, 'night': 5.08, 'eve': 6.93, 'morn': 3.97}","{'day': 6.78, 'night': 2.45, 'eve': 4.28, 'morn': 2.26}",1036,59,1.01,3.9,27,8.83,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",90,0.0,2.0,,Paris,48.86,2.32,,8.69,3.97,9.99,5.08,6.93,3.97,3.195,8.2,0.3349999999999999,59.25,300
2025-02-10 12:00:00+00:00,1739171245,1739206958,1739197620,1739169000,0.43,"There will be partly cloudy until morning, then clearing","{'day': 6.42, 'min': 2.23, 'max': 8.01, 'night': 4.7, 'eve': 6.27, 'morn': 2.23}","{'day': 5.19, 'night': 3.74, 'eve': 5.01, 'morn': 0.02}",1032,60,-0.98,2.85,26,7.62,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7,0.0,2.0,,Paris,48.86,2.32,,6.42,2.23,8.01,4.7,6.27,2.23,3.195,8.2,0.3349999999999999,59.25,300
2025-02-03 12:00:00+00:00,1738567264,1738601289,1738574400,0,0.18,Expect a day of partly cloudy with clear spells,"{'day': 6.49, 'min': 0.77, 'max': 6.49, 'night': 2.16, 'eve': 3.94, 'morn': 0.84}","{'day': 5.12, 'night': 0.05, 'eve': 1.99, 'morn': -1.09}",1027,69,1.22,2.36,212,3.2,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",9,0.0,1.33,,Amiens,49.89,2.3,,6.49,0.77,6.49,2.16,3.94,0.84,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-04 12:00:00+00:00,1738653574,1738687792,1738661760,1738625700,0.22,"You can expect clear sky in the morning, with partly cloudy in the afternoon","{'day': 7.91, 'min': 0.73, 'max': 9.13, 'night': 4.04, 'eve': 4.8, 'morn': 0.88}","{'day': 5.01, 'night': 1.05, 'eve': 1.99, 'morn': -2.39}",1027,66,1.6,4.91,203,8.76,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,0.0,1.27,,Amiens,49.89,2.3,,7.91,0.73,9.13,4.04,4.8,0.88,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-05 12:00:00+00:00,1738739882,1738774296,1738749420,1738717260,0.25,Expect a day of partly cloudy with clear spells,"{'day': 9.09, 'min': 3.84, 'max': 9.39, 'night': 4.25, 'eve': 5.5, 'morn': 4.26}","{'day': 6.99, 'night': 2.01, 'eve': 3.43, 'morn': 1.73}",1039,61,1.7,3.79,327,9.91,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",50,0.0,1.23,,Amiens,49.89,2.3,,9.09,3.84,9.39,4.25,5.5,4.26,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-06 12:00:00+00:00,1738826188,1738860800,1738837500,1738808880,0.29,Expect a day of partly cloudy with rain,"{'day': 6.95, 'min': 3.58, 'max': 7.46, 'night': 4.27, 'eve': 4.57, 'morn': 3.87}","{'day': 3.06, 'night': -0.26, 'eve': 0.21, 'morn': 0.58}",1040,70,1.59,7.2,47,12.28,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",85,0.2,1.03,0.13,Amiens,49.89,2.3,,6.95,3.58,7.46,4.27,4.57,3.87,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-07 12:00:00+00:00,1738912493,1738947304,1738926240,1738900140,0.33,Expect a day of partly cloudy with rain,"{'day': 3.39, 'min': 1.2, 'max': 3.67, 'night': 2.24, 'eve': 2.28, 'morn': 1.2}","{'day': -1.33, 'night': -2.12, 'eve': -2.18, 'morn': -4.07}",1027,80,-0.09,6.68,55,13.64,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",98,0.2,1.15,0.1,Amiens,49.89,2.3,,3.39,1.2,3.67,2.24,2.28,1.2,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-08 12:00:00+00:00,1738998796,1739033807,1739015820,1738990860,0.36,Expect a day of partly cloudy with snow,"{'day': 3.91, 'min': 0.29, 'max': 5.03, 'night': 4.51, 'eve': 4.36, 'morn': 0.29}","{'day': 1.68, 'night': 2.38, 'eve': 2.16, 'morn': -2.56}",1028,90,2.25,4.25,54,7.62,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",95,0.2,2.0,,Amiens,49.89,2.3,0.16,3.91,0.29,5.03,4.51,4.36,0.29,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-09 12:00:00+00:00,1739085097,1739120311,1739106300,1739080560,0.4,"There will be rain until morning, then partly cloudy","{'day': 6.64, 'min': 2.34, 'max': 6.97, 'night': 2.34, 'eve': 3.81, 'morn': 3.58}","{'day': 3.48, 'night': -1.01, 'eve': 0.45, 'morn': 0.66}",1038,74,2.02,5.18,34,9.1,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.2,2.0,0.15,Amiens,49.89,2.3,,6.64,2.34,6.97,2.34,3.81,3.58,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-10 12:00:00+00:00,1739171397,1739206815,1739197320,1739169360,0.43,"The day will start with partly cloudy through the late morning hours, transitioning to clearing","{'day': 5.11, 'min': -0.08, 'max': 6.25, 'night': 1.82, 'eve': 2.9, 'morn': -0.08}","{'day': 2.43, 'night': -0.29, 'eve': 0.88, 'morn': -3.29}",1033,68,-0.59,3.39,50,8.17,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",9,0.0,2.0,,Amiens,49.89,2.3,,5.11,-0.08,6.25,1.82,2.9,-0.08,1.58375,6.79875,0.1266666666666666,55.75,41
2025-02-03 12:00:00+00:00,1738567214,1738600973,1738574100,0,0.18,Expect a day of partly cloudy with clear spells,"{'day': 6.15, 'min': 0.58, 'max': 6.57, 'night': 3.87, 'eve': 5.18, 'morn': 0.63}","{'day': 3.99, 'night': 1.48, 'eve': 3.1, 'morn': -2.18}",1027,68,0.69,2.93,199,4.21,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",18,0.0,1.17,,Lille,50.64,3.06,,6.15,0.58,6.57,3.87,5.18,0.63,1.775,6.70125,,51.125,252
2025-02-04 12:00:00+00:00,1738653521,1738687480,1738661460,1738625640,0.22,Expect a day of partly cloudy with clear spells,"{'day': 7.56, 'min': 1.91, 'max': 8.87, 'night': 4.73, 'eve': 5.83, 'morn': 2.12}","{'day': 4.51, 'night': 1.89, 'eve': 2.8, 'morn': -1.2}",1026,59,-0.02,5.07,199,10.99,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,1.15,,Lille,50.64,3.06,,7.56,1.91,8.87,4.73,5.83,2.12,1.775,6.70125,,51.125,252
2025-02-05 12:00:00+00:00,1738739827,1738773987,1738749060,1738717260,0.25,There will be partly cloudy today,"{'day': 8.6, 'min': 3.67, 'max': 9.07, 'night': 4.74, 'eve': 5.69, 'morn': 4.06}","{'day': 6.69, 'night': 2.73, 'eve': 3.75, 'morn': 1.7}",1039,62,1.73,3.57,218,11.44,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",37,0.0,1.12,,Lille,50.64,3.06,,8.6,3.67,9.07,4.74,5.69,4.06,1.775,6.70125,,51.125,252
2025-02-06 12:00:00+00:00,1738826130,1738860493,1738837080,1738808940,0.29,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 7.06, 'min': 3.58, 'max': 7.55, 'night': 3.58, 'eve': 4.79, 'morn': 4.42}","{'day': 3.39, 'night': -0.65, 'eve': 0.71, 'morn': 1.46}",1041,67,1.27,6.34,44,12.17,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",51,0.0,1.01,,Lille,50.64,3.06,,7.06,3.58,7.55,3.58,4.79,4.42,1.775,6.70125,,51.125,252
2025-02-07 12:00:00+00:00,1738912432,1738947000,1738925760,1738900260,0.33,"There will be clear sky until morning, then partly cloudy","{'day': 3.63, 'min': 1.59, 'max': 3.84, 'night': 1.86, 'eve': 3.18, 'morn': 1.63}","{'day': -1.3, 'night': -2.7, 'eve': -1.51, 'morn': -3.28}",1029,70,-1.25,7.14,71,13.23,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,1.07,,Lille,50.64,3.06,,3.63,1.59,3.84,1.86,3.18,1.63,1.775,6.70125,,51.125,252
2025-02-08 12:00:00+00:00,1738998732,1739033507,1739015340,1738990980,0.36,There will be partly cloudy today,"{'day': 4.05, 'min': 0.71, 'max': 5.06, 'night': 4.31, 'eve': 4.35, 'morn': 0.96}","{'day': 2.08, 'night': 2.25, 'eve': 2.37, 'morn': -1.7}",1029,78,0.55,4.0,59,8.77,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",96,0.0,2.0,,Lille,50.64,3.06,,4.05,0.71,5.06,4.31,4.35,0.96,1.775,6.70125,,51.125,252
2025-02-09 12:00:00+00:00,1739085030,1739120014,1739105820,1739080680,0.4,There will be partly cloudy today,"{'day': 5.57, 'min': 2.34, 'max': 6.23, 'night': 2.34, 'eve': 3.32, 'morn': 2.47}","{'day': 2.57, 'night': -0.74, 'eve': 0.02, 'morn': -0.49}",1039,70,0.52,4.36,24,7.67,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,2.0,,Lille,50.64,3.06,,5.57,2.34,6.23,2.34,3.32,2.47,1.775,6.70125,,51.125,252
2025-02-10 12:00:00+00:00,1739171327,1739206521,1739196840,1739169420,0.43,"The day will start with partly cloudy through the late morning hours, transitioning to clearing","{'day': 5.12, 'min': -0.18, 'max': 6.42, 'night': 2.18, 'eve': 3.51, 'morn': -0.18}","{'day': 2.33, 'night': -0.55, 'eve': 0.93, 'morn': -3.57}",1033,62,-1.52,3.55,74,7.46,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",6,0.0,2.0,,Lille,50.64,3.06,,5.12,-0.18,6.42,2.18,3.51,-0.18,1.775,6.70125,,51.125,252
2025-02-03 11:00:00+00:00,1738565736,1738600200,1738573200,0,0.18,"There will be clear sky until morning, then partly cloudy","{'day': 3.65, 'min': -0.63, 'max': 3.65, 'night': 0.68, 'eve': 1.3, 'morn': -0.53}","{'day': 3.65, 'night': 0.68, 'eve': -0.32, 'morn': -0.53}",1028,73,-0.7,1.97,17,2.83,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13,0.0,1.31,,Strasbourg,48.58,7.75,,3.65,-0.63,3.65,0.68,1.3,-0.53,0.61125,6.245,,46.875,332
2025-02-04 11:00:00+00:00,1738652051,1738686699,1738660680,1738624140,0.22,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 4.56, 'min': -0.16, 'max': 6.52, 'night': 1.59, 'eve': 3.31, 'morn': -0.07}","{'day': 4.56, 'night': 1.59, 'eve': 3.31, 'morn': -0.07}",1030,67,-1.09,1.2,198,1.19,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12,0.0,1.31,,Strasbourg,48.58,7.75,,4.56,-0.16,6.52,1.59,3.31,-0.07,0.61125,6.245,,46.875,332
2025-02-05 11:00:00+00:00,1738738364,1738773198,1738748400,1738715640,0.25,"You can expect clear sky in the morning, with partly cloudy in the afternoon","{'day': 5.8, 'min': 0.55, 'max': 7.69, 'night': 3.43, 'eve': 4.73, 'morn': 0.68}","{'day': 5.8, 'night': 0.6, 'eve': 3.24, 'morn': 0.68}",1038,58,-1.79,3.02,15,7.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2,0.0,1.05,,Strasbourg,48.58,7.75,,5.8,0.55,7.69,3.43,4.73,0.68,0.61125,6.245,,46.875,332
2025-02-06 11:00:00+00:00,1738824675,1738859697,1738836600,1738807080,0.29,There will be partly cloudy today,"{'day': 4.06, 'min': 2.35, 'max': 5.4, 'night': 3.08, 'eve': 3.91, 'morn': 2.62}","{'day': 0.37, 'night': -1.12, 'eve': -0.11, 'morn': -1.4}",1036,77,0.43,5.71,27,9.3,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,1.21,,Strasbourg,48.58,7.75,,4.06,2.35,5.4,3.08,3.91,2.62,0.61125,6.245,,46.875,332
2025-02-07 11:00:00+00:00,1738910985,1738946196,1738925400,1738898280,0.33,There will be partly cloudy today,"{'day': 5.31, 'min': 1.99, 'max': 5.85, 'night': 2.59, 'eve': 3.35, 'morn': 1.99}","{'day': 3.57, 'night': 2.59, 'eve': 2.12, 'morn': -1.68}",1025,59,-2.1,4.7,36,8.36,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,0.94,,Strasbourg,48.58,7.75,,5.31,1.99,5.85,2.59,3.35,1.99,0.61125,6.245,,46.875,332
2025-02-08 11:00:00+00:00,1738997293,1739032695,1739014980,1738988940,0.36,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 6.27, 'min': 0.49, 'max': 7.7, 'night': 2.62, 'eve': 4.18, 'morn': 0.49}","{'day': 4.33, 'night': 0.62, 'eve': 2.34, 'morn': 0.49}",1028,59,-1.23,2.98,10,5.59,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",41,0.0,1.0,,Strasbourg,48.58,7.75,,6.27,0.49,7.7,2.62,4.18,0.49,0.61125,6.245,,46.875,332
2025-02-09 11:00:00+00:00,1739083599,1739119193,1739105460,1739078700,0.4,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 6.16, 'min': 0.79, 'max': 6.44, 'night': 1.92, 'eve': 3.58, 'morn': 0.86}","{'day': 3.67, 'night': -0.56, 'eve': 0.49, 'morn': -1.92}",1035,57,-1.76,3.91,23,7.1,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",94,0.0,1.0,,Strasbourg,48.58,7.75,,6.16,0.79,6.44,1.92,3.58,0.86,0.61125,6.245,,46.875,332
2025-02-10 11:00:00+00:00,1739169904,1739205692,1739196360,1739167560,0.43,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 5.3, 'min': -0.49, 'max': 6.71, 'night': 2.12, 'eve': 3.61, 'morn': -0.49}","{'day': 5.3, 'night': 2.12, 'eve': 3.61, 'morn': -2.3}",1032,61,-1.65,2.04,8,3.44,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13,0.0,1.0,,Strasbourg,48.58,7.75,,5.3,-0.49,6.71,2.12,3.61,-0.49,0.61125,6.245,,46.875,332
2025-02-03 11:00:00+00:00,1738565781,1738600353,1738573320,0,0.18,Expect a day of partly cloudy with clear spells,"{'day': 3.03, 'min': -2.65, 'max': 3.03, 'night': -1.79, 'eve': -1.18, 'morn': -2.65}","{'day': 1.91, 'night': -1.79, 'eve': -1.18, 'morn': -2.65}",1028,71,-0.82,1.57,79,1.64,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10,0.0,1.28,,Chateau du Haut Koenigsbourg,48.25,7.34,,3.03,-2.65,3.03,-1.79,-1.18,-2.65,-2.17375,3.87375,,43.625,163
2025-02-04 11:00:00+00:00,1738652097,1738686850,1738660800,1738624200,0.22,Expect a day of partly cloudy with clear spells,"{'day': 4.41, 'min': -2.13, 'max': 5.7, 'night': -0.61, 'eve': 0.24, 'morn': -2.13}","{'day': 4.41, 'night': -0.61, 'eve': 0.24, 'morn': -2.13}",1029,53,-3.74,1.39,285,1.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10,0.0,1.37,,Chateau du Haut Koenigsbourg,48.25,7.34,,4.41,-2.13,5.7,-0.61,0.24,-2.13,-2.17375,3.87375,,43.625,163
2025-02-05 11:00:00+00:00,1738738411,1738773348,1738748580,1738715640,0.25,There will be clear sky today,"{'day': 5.68, 'min': -1.17, 'max': 6.45, 'night': -0.1, 'eve': 1, 'morn': -1.02}","{'day': 5.68, 'night': -2.69, 'eve': -0.58, 'morn': -1.02}",1038,49,-3.42,2.1,345,2.72,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,1.41,,Chateau du Haut Koenigsbourg,48.25,7.34,,5.68,-1.17,6.45,-0.1,1.0,-1.02,-2.17375,3.87375,,43.625,163
2025-02-06 11:00:00+00:00,1738824723,1738859845,1738836780,1738807080,0.29,Expect a day of partly cloudy with snow,"{'day': 0.59, 'min': -0.55, 'max': 0.9, 'night': -0.23, 'eve': 0.18, 'morn': -0.42}","{'day': -2.77, 'night': -3.65, 'eve': -3.19, 'morn': -3.58}",1036,90,0.01,3.1,11,5.97,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",100,0.82,1.28,,Chateau du Haut Koenigsbourg,48.25,7.34,1.28,0.59,-0.55,0.9,-0.23,0.18,-0.42,-2.17375,3.87375,,43.625,163
2025-02-07 11:00:00+00:00,1738911034,1738946343,1738925640,1738898280,0.33,"The day will start with snow through the late morning hours, transitioning to partly cloudy","{'day': 1.56, 'min': -1.94, 'max': 1.97, 'night': -1.94, 'eve': -1.49, 'morn': -1.24}","{'day': 1.56, 'night': -1.94, 'eve': -1.49, 'morn': -4.93}",1025,72,-2.22,3.36,40,7.86,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",100,0.73,0.93,,Chateau du Haut Koenigsbourg,48.25,7.34,0.89,1.56,-1.94,1.97,-1.94,-1.49,-1.24,-2.17375,3.87375,,43.625,163
2025-02-08 11:00:00+00:00,1738997343,1739032841,1739015220,1738988940,0.36,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 4.56, 'min': -3.03, 'max': 4.56, 'night': -1.28, 'eve': -0.63, 'morn': -2.44}","{'day': 3.35, 'night': -2.94, 'eve': -2.63, 'morn': -2.44}",1028,62,-1.21,1.6,298,2.33,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",83,0.0,1.0,,Chateau du Haut Koenigsbourg,48.25,7.34,,4.56,-3.03,4.56,-1.28,-0.63,-2.44,-2.17375,3.87375,,43.625,163
2025-02-09 11:00:00+00:00,1739083651,1739119339,1739105640,1739078640,0.4,Expect a day of partly cloudy with clear spells,"{'day': 5.01, 'min': -2.43, 'max': 5.01, 'night': -1.78, 'eve': -0.77, 'morn': -2.43}","{'day': 2.99, 'night': -3.87, 'eve': -3.15, 'morn': -4.58}",1034,56,-2.27,2.43,32,4.25,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",38,0.0,1.0,,Chateau du Haut Koenigsbourg,48.25,7.34,,5.01,-2.43,5.01,-1.78,-0.77,-2.43,-2.17375,3.87375,,43.625,163
2025-02-10 11:00:00+00:00,1739169957,1739205836,1739196540,1739167560,0.43,"The day will start with partly cloudy through the late morning hours, transitioning to clearing","{'day': 3.24, 'min': -3.49, 'max': 3.37, 'night': -1.14, 'eve': -0.87, 'morn': -3.49}","{'day': 2.04, 'night': -1.14, 'eve': -0.87, 'morn': -3.49}",1031,63,-2.43,1.43,89,1.35,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7,0.0,1.0,,Chateau du Haut Koenigsbourg,48.25,7.34,,3.24,-3.49,3.37,-1.14,-0.87,-3.49,-2.17375,3.87375,,43.625,163
2025-02-03 11:00:00+00:00,1738565748,1738600375,1738573320,0,0.18,Expect a day of partly cloudy with clear spells,"{'day': 5.37, 'min': -0.24, 'max': 5.37, 'night': 0.73, 'eve': 1.86, 'morn': -0.07}","{'day': 4.57, 'night': 0.73, 'eve': 0.58, 'morn': -0.07}",1028,72,0.09,1.64,65,1.77,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12,0.0,1.28,,Colmar,48.08,7.36,,5.37,-0.24,5.37,0.73,1.86,-0.07,0.52125,6.4775,0.31,48.5,179
2025-02-04 11:00:00+00:00,1738652065,1738686872,1738660860,1738624140,0.22,"You can expect partly cloudy in the morning, with clearing in the afternoon","{'day': 6.49, 'min': 0.3, 'max': 7.98, 'night': 1.84, 'eve': 2.84, 'morn': 0.3}","{'day': 5.8, 'night': 1.84, 'eve': 2.84, 'morn': 0.3}",1029,60,-1.42,1.45,102,1.13,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",17,0.0,1.37,,Colmar,48.08,7.36,,6.49,0.3,7.98,1.84,2.84,0.3,0.52125,6.4775,0.31,48.5,179
2025-02-05 11:00:00+00:00,1738738380,1738773369,1738748640,1738715640,0.25,There will be clear sky today,"{'day': 7.55, 'min': 1.22, 'max': 8.52, 'night': 2.43, 'eve': 3.52, 'morn': 1.37}","{'day': 7.55, 'night': -0.3, 'eve': 1.5, 'morn': 1.37}",1038,52,-2.45,2.67,338,2.98,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",0,0.0,1.41,,Colmar,48.08,7.36,,7.55,1.22,8.52,2.43,3.52,1.37,0.52125,6.4775,0.31,48.5,179
2025-02-06 11:00:00+00:00,1738824693,1738859866,1738836840,1738807020,0.29,"You can expect partly cloudy with snow in the morning, with rain in the afternoon","{'day': 4.23, 'min': 1.32, 'max': 4.23, 'night': 2.23, 'eve': 2.69, 'morn': 1.32}","{'day': 1.08, 'night': -1.45, 'eve': -0.89, 'morn': -1.49}",1035,83,0.9,3.94,3,7.53,"[{'id': 616, 'main': 'Snow', 'description': 'rain and snow', 'icon': '13d'}]",100,0.56,1.28,0.37,Colmar,48.08,7.36,0.42,4.23,1.32,4.23,2.23,2.69,1.32,0.52125,6.4775,0.31,48.5,179
2025-02-07 11:00:00+00:00,1738911004,1738946363,1738925700,1738898220,0.33,"The day will start with rain with snow through the late morning hours, transitioning to partly cloudy","{'day': 4.35, 'min': 1.4, 'max': 4.87, 'night': 1.56, 'eve': 2.05, 'morn': 1.4}","{'day': 4.35, 'night': 0.08, 'eve': 2.05, 'morn': -1.99}",1025,69,-1.57,4.11,23,8.0,"[{'id': 616, 'main': 'Snow', 'description': 'rain and snow', 'icon': '13d'}]",100,0.41,0.93,0.25,Colmar,48.08,7.36,0.24,4.35,1.4,4.87,1.56,2.05,1.4,0.52125,6.4775,0.31,48.5,179
